destination_id,destination,district,best_season,tags,main_category,activities,difficulty_level,accessibility,latitude,longitude,province,description,transportation,attraction_total_reviews,attraction_sample_reviews,destination_image_path,ratings,popularity,crowd_level
472,kalinchowk bhagwati,dolakha,"Winter (Snow), Autumn","Religious, Hill Station",Natural Attractions,"Pilgrimage, Cable Car, Snow Activities",Moderate,Road + Cable Car,27.75,86.0833,3,"A hilltop temple in Dolakha district, Kalinchowk Bhagwati is a pilgrimage site dedicated to Goddess Bhagwati. In winter, it transforms into a snowy wonderland popular for short treks","From Kathmandu, drive northeast via Charikot to reach Dolakha District and trek to Kalinchowk Bhagwati Temple.From Kathmandu, drive northeast via Charikot and Dolakha to trek to Kalinchowk Bhagwati Temple again.",136,Famous hilltop temple with Himalayan vistas. Famous hilltop temple with Himalayan panorama.,Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.1.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.10.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.2.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.3.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.4.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.5.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.6.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.7.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.8.jpeg; Kalinchowk Bhagwati\Kalinchowk Bhagwati 1.9.jpeg,4.2,30.3,Low
473,nagarkot viewpoint,bhaktapur,Oct-Mar,"Viewpoint, Hill Station",Natural Attractions,"Sunrise Views, Hiking",Easy,"Road, Easy",27.6934,85.425,3,"Nagarkot is one of the best places near Kathmandu to witness sunrise and sunset over the Himalayas. On clear days, even Mount Everest can be seen.","From Kathmandu, drive east to Nagarkot for panoramic Himalayan views.From Kathmandu, drive east along the Araniko Highway to reach Nagarkot for panoramic Himalayan views.",101,Classic spot for sunrise and panoramic Himalayan views. Famous viewpoint offering Himalayan sunrise views.,Nagarkot\Nagarkot 1.1.jpeg; Nagarkot\Nagarkot 1.10.jpeg; Nagarkot\Nagarkot 1.2.jpeg; Nagarkot\Nagarkot 1.3.jpeg; Nagarkot\Nagarkot 1.4.jpeg; Nagarkot\Nagarkot 1.5.jpeg; Nagarkot\Nagarkot 1.6.jpeg; Nagarkot\Nagarkot 1.7.jpeg; Nagarkot\Nagarkot 1.8.jpeg; Nagarkot\Nagarkot 1.9.jpeg,4.5,25.4,Low
474,langtang valley upper trek,rasuwa,Mar–May; Sep–Nov,Trekking; Scenic; Nature; Mountains,Trekking & Adventure,Trekking; Camping; Photography; Wildlife Observation,Hard,Road + Trek,28.22,85.5,3,"This trek explores the Langtang region north of Kathmandu, offering alpine meadows, glaciers, and Tamang culture. It’s a moderate trek with stunning Himalayan scenery.","From Kathmandu, drive north via Sundarijal and Syabrubesi, then trek into Langtang Valley.",250,Scenic trekking route with mountain vistas and glaciers.,Langtang Valley\Langtang Valley 1.1.jpeg; Langtang Valley\Langtang Valley 1.10.jpeg; Langtang Valley\Langtang Valley 1.2.jpeg; Langtang Valley\Langtang Valley 1.3.jpeg; Langtang Valley\Langtang Valley 1.4.jpeg; Langtang Valley\Langtang Valley 1.5.jpeg; Langtang Valley\Langtang Valley 1.6.jpeg; Langtang Valley\Langtang Valley 1.7.jpeg; Langtang Valley\Langtang Valley 1.8.jpeg; Langtang Valley\Langtang Valley 1.9.jpeg,4.7,24.5,Low
475,lalitpur tiny temple,lalitpur,Oct–Mar,Temple; Local; Cultural,Cultural & Religious Sites,Worship; Photography; Short Walk,Easy,Road Accessible,27.66,85.32,3,"Scattered across Lalitpur are small, intricate temples reflecting Newar craftsmanship. These tiny shrines are often tucked into courtyards, showcasing devotion and artistry.","From Kathmandu, drive south to Lalitpur city and explore small temples in the area.",1054,Small heritage temple showcasing Newar architecture.,Lalitpur\Lalitpur  1.1.jpeg; Lalitpur\Lalitpur 1.10.jpeg; Lalitpur\Lalitpur 1.2.jpeg; Lalitpur\Lalitpur 1.3.jpeg; Lalitpur\Lalitpur 1.4.jpeg; Lalitpur\Lalitpur 1.5.jpeg; Lalitpur\Lalitpur 1.6.jpeg; Lalitpur\Lalitpur 1.7.jpeg; Lalitpur\Lalitpur 1.8.jpeg; Lalitpur\Lalitpur 1.9.jpeg,4,83.7,High
476,langtang upper trek,rasuwa,Mar–May; Sep–Nov,Trekking; Nature; Scenic,Trekking & Adventure,Trekking; Camping; Photography; Wildlife Observation,Hard,Road + Trekking,28.22,85.5,3,"A district bordering Tibet, Rasuwa is known for Langtang National Park, hot springs, and Tamang heritage. It’s a gateway to Himalayan treks and cultural exploration.","From Kathmandu, drive north to Syabrubesi, then trek further into Langtang Upper Valley.From Kathmandu, drive north to Syabrubesi and begin trekking into Langtang Upper Valley again.",330,Trekking route leading to alpine landscapes and remote villages. Trekking route offering alpine landscapes and remote villages.,Langtang Upper Trek\download (1).jpeg; Langtang Upper Trek\download (2).jpeg; Langtang Upper Trek\download (3).jpeg; Langtang Upper Trek\download (4).jpeg; Langtang Upper Trek\download.jpeg,4.7,26.7,Low
477,rasuwa,rasuwa,Oct–Nov,"Trekking, Nature",Trekking & Adventure,"Trekking, Photography",Hard,Trek route,28.216,85.433,3,"A district bordering Tibet, Rasuwa is known for Langtang National Park, hot springs, and Tamang heritage. It’s a gateway to Himalayan treks and cultural exploration.","From Kathmandu, drive north via Trishuli Bazaar to reach Rasuwa District.",700,Himalayan border district with trekking trails and cultural sites. Himalayan border district with trekking trails and cultural sites.,Rasuwa\Rasuwa 1.1.jpeg; Rasuwa\Rasuwa 1.10.jpeg; Rasuwa\Rasuwa 1.2.jpeg; Rasuwa\Rasuwa 1.3.jpeg; Rasuwa\Rasuwa 1.4.jpeg; Rasuwa\Rasuwa 1.5.jpeg; Rasuwa\Rasuwa 1.6.jpeg; Rasuwa\Rasuwa 1.7.jpeg; Rasuwa\Rasuwa 1.8.jpeg; Rasuwa\Rasuwa 1.9.jpeg,4.8,36.3,Moderate
478,kathmandu,kathmandu,Oct–Feb,"City, Cultural",Cultural & Religious Sites,"Sightseeing, Shopping",Easy,Road accessible,27.7172,85.324,3,"The capital city of Nepal, Kathmandu is a vibrant mix of ancient temples, bustling streets, and cultural heritage. Durbar Square, Thamel, and spiritual sites make it a hub of history and modern life.",Start at Kathmandu city itself.Return to Kathmandu city center.,2299,"Capital city blending history, culture, and urban life. Capital city blending history, culture, and vibrant urban life.",Kathmandu\Kathmandu 1.1.jpeg; Kathmandu\Kathmandu 1.10.jpeg; Kathmandu\Kathmandu 1.2.jpeg; Kathmandu\Kathmandu 1.3.jpeg; Kathmandu\Kathmandu 1.4.jpeg; Kathmandu\Kathmandu 1.5.jpeg; Kathmandu\Kathmandu 1.6.jpeg; Kathmandu\Kathmandu 1.7.jpeg; Kathmandu\Kathmandu 1.8.jpeg; Kathmandu\Kathmandu 1.9.jpeg,4.6,97.7,Very High
479,chitwan,chitwan,Oct–Feb,"Wildlife, Nature",Natural Attractions,"Safari, Photography",Easy,Road accessible,27.5345,84.3542,3,"Beyond the national park, Chitwan district offers Tharu culture, traditional villages, and river landscapes. It’s a blend of wildlife and cultural immersion.","From Kathmandu, drive southwest via Mugling and Tandi to reach Chitwan District.",2264,"Town adjacent to Chitwan National Park, gateway for wildlife tourism.",Chitwan National Park\Chitwan National Park 1.1.jpeg; Chitwan National Park\Chitwan National Park 1.10.jpeg; Chitwan National Park\Chitwan National Park 1.2.jpeg; Chitwan National Park\Chitwan National Park 1.3.jpeg; Chitwan National Park\Chitwan National Park 1.4.jpeg; Chitwan National Park\Chitwan National Park 1.5.jpeg; Chitwan National Park\Chitwan National Park 1.6.jpeg; Chitwan National Park\Chitwan National Park 1.7.jpeg; Chitwan National Park\Chitwan National Park 1.8.jpeg; Chitwan National Park\Chitwan National Park 1.9.jpeg,4.6,98.4,Very High
480,lalitpur / chapagaun,lalitpur / chapagaun,Oct–Feb,"Cultural, Temple",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.65,85.3,3,Chapagaun in Lalitpur is a traditional village with rich Newar culture and temples. It’s known for festivals and agricultural life.,"From Kathmandu, drive south to Lalitpur and Chapagaun villages for local cultural sites.",95,Suburban areas with traditional culture and hill views.,Lalitpur\Lalitpur  1.1.jpeg; Lalitpur\Lalitpur 1.10.jpeg; Lalitpur\Lalitpur 1.2.jpeg; Lalitpur\Lalitpur 1.3.jpeg; Lalitpur\Lalitpur 1.4.jpeg; Lalitpur\Lalitpur 1.5.jpeg; Lalitpur\Lalitpur 1.6.jpeg; Lalitpur\Lalitpur 1.7.jpeg; Lalitpur\Lalitpur 1.8.jpeg; Lalitpur\Lalitpur 1.9.jpeg,3.9,23.8,Low
481,nuwakot,nuwakot,Oct–Nov,"Historical, Scenic",Natural Attractions,"Sightseeing, Trekking",Moderate,Road + Trek,27.966,85.083,3,"A historic district with forts, temples, and scenic hills, Nuwakot played a crucial role in Nepal’s unification. Its landscapes are dotted with heritage sites","From Kathmandu, drive north via Tokha to reach Nuwakot District.From Kathmandu, drive northwest via Tokha to Nuwakot town.",16,"Historic town with ancient palace and scenic hilltop views. Historical town with fort, temples, and panoramic views.",Nuwakot Palace\Nuwakot Palace 1.1.jpeg; Nuwakot Palace\Nuwakot Palace 1.10.jpeg; Nuwakot Palace\Nuwakot Palace 1.2.jpeg; Nuwakot Palace\Nuwakot Palace 1.3.jpeg; Nuwakot Palace\Nuwakot Palace 1.4.jpeg; Nuwakot Palace\Nuwakot Palace 1.5.jpeg; Nuwakot Palace\Nuwakot Palace 1.6.jpeg; Nuwakot Palace\Nuwakot Palace 1.7.jpeg; Nuwakot Palace\Nuwakot Palace 1.8.jpeg; Nuwakot Palace\Nuwakot Palace 1.9.jpeg,4.6,13.7,Very Low
482,dhading,dhading,Oct–Nov,"Nature, Trekking",Trekking & Adventure,"Trekking, Photography",Moderate,Road + Trek,27.95,84.9,3,"A diverse district with hills, rivers, and villages, Dhading offers trekking trails and cultural experiences. It’s a mix of natural beauty and rural charm.","From Kathmandu, drive northwest via Naubise to reach Dhading District.",500,District with beautiful trekking trails and rural villages.,Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.1.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.10.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.2.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.3.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.4.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.5.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.6.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.7.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.8.jpeg; Dhading Hidden Village Trail\Dhading Hidden Village Trail 1.9.jpeg,4.5,38.9,Moderate
483,patan,lalitpur,Oct–Feb,"Cultural, Heritage",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.672,85.316,3,"Part of Lalitpur, Patan is renowned for its Durbar Square, filled with exquisite temples and palaces. It’s a UNESCO site showcasing Newar artistry.","From Kathmandu, drive south to Patan city to explore temples and squares.",109,Cultural city famous for Durbar Square and Newar architecture.,Hiunchuli Patan\download (1).jpeg; Hiunchuli Patan\download (2).jpeg; Hiunchuli Patan\download (3).jpeg; Hiunchuli Patan\download (5).jpeg; Hiunchuli Patan\download.jpeg,4.3,27.3,Low
484,bhrikutimandap,kathmandu,Oct–Feb,"Religious, Cultural",Cultural & Religious Sites,"Sightseeing, Photography",Easy,Road accessible,27.7,85.324,3,"A cultural and exhibition ground in Kathmandu, Bhrikutimandap hosts fairs, events, and gatherings. It’s a lively space for community activities.","From Kathmandu, drive north to Bhrikutimandap near Sundarijal for hill viewpoints.",369,Hill area offering panoramic views of Kathmandu Valley.,Bhrikutimandap\Bhrikutimandap 1.1.jpeg; Bhrikutimandap\Bhrikutimandap 1.10.jpeg; Bhrikutimandap\Bhrikutimandap 1.2.jpeg; Bhrikutimandap\Bhrikutimandap 1.3.jpeg; Bhrikutimandap\Bhrikutimandap 1.4.jpeg; Bhrikutimandap\Bhrikutimandap 1.5.jpeg; Bhrikutimandap\Bhrikutimandap 1.6.jpeg; Bhrikutimandap\Bhrikutimandap 1.7.jpeg; Bhrikutimandap\Bhrikutimandap 1.8.jpeg; Bhrikutimandap\Bhrikutimandap 1.9.jpeg,4.3,38.3,Moderate
485,thamel,kathmandu,Oct–Feb,"City, Shopping, Cultural",Cultural & Religious Sites,"Sightseeing, Shopping",Easy,Road accessible,27.71,85.32,3,"Kathmandu’s tourist hub, Thamel is packed with shops, restaurants, and nightlife. It’s the starting point for treks and a center of urban energy.","In Kathmandu, visit the Thamel neighborhood for shopping and cultural spots.",700,"Bustling tourist hub with shops, restaurants, and nightlife.",Thamel\Thamel 1.1.jpeg; Thamel\thamel 1.10.jpeg; Thamel\Thamel 1.2.jpeg; Thamel\Thamel 1.3.jpeg; Thamel\Thamel 1.4.jpeg; Thamel\Thamel 1.5.jpeg; Thamel\Thamel 1.6.jpeg; Thamel\Thamel 1.7.jpeg; Thamel\Thamel 1.8.jpeg; Thamel\Thamel 1.9.jpeg,4.4,40.8,Moderate
486,changu narayan lesser shrines,bhaktapur,Oct–Mar,Temple; Hindu; Local,Cultural & Religious Sites,Worship; Photography; Cultural Visit,Easy,Road Accessible,27.702,85.431,3,Around the main Changu Narayan Temple are smaller shrines showcasing ancient stone carvings and Newar artistry. They add depth to the UNESCO site’s heritage.,"From Kathmandu, drive northeast to Changu Narayan Temple complex to explore lesser shrines.",2296,Small sacred sites around the main Changu Narayan Temple.,Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.1.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.10.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.2.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.3.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.4.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.5.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.6.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.7.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.8.jpeg; Changu Narayan Lesser Shrines\Changu Narayan Lesser Shrines 1.9.jpeg,4.7,91.9,Very High
487,jayamangala (ratnanagar area),chitwan,All Year,Temple/Local area,Cultural & Religious Sites,"Pilgrimage, Local visit",Easy,Road,27.6725,84.5389,3,"Located in Ratnanagar, Chitwan, Jayamangala is a local cultural and religious site. It reflects the traditions of the Tharu community and serves as a gathering place for festivals.","From Kathmandu, drive south via Mugling and Ratnanagar to reach Jayamangala area.",357,Local town with community markets and rural charm.,Jayamangala (Ratnanagar area)\download (1).jpeg; Jayamangala (Ratnanagar area)\download (2).jpeg; Jayamangala (Ratnanagar area)\download (3).jpeg; Jayamangala (Ratnanagar area)\download (4).jpeg; Jayamangala (Ratnanagar area)\download.jpeg,4.2,17.2,Low
488,krishna pranami temple,chitwan,All Year,Religious,Cultural & Religious Sites,"Pilgrimage, Worship",Easy,Road,27.673,84.441,3,"A temple dedicated to Lord Krishna, reflecting the Pranami religious tradition. It is a peaceful spiritual site visited by devotees for prayer and meditation.","From Kathmandu, drive south via Bharatpur to Ratnanagar to reach Krishna Pranami Temple.",654,Spiritual temple dedicated to Lord Krishna with active worship.,Krishna Pranami Temple\download (1).jpeg; Krishna Pranami Temple\download (2).jpeg; Krishna Pranami Temple\download (3).jpeg; Krishna Pranami Temple\download (5).jpeg; Krishna Pranami Temple\download.jpeg,3.9,60.1,High
489,panchakanya mandir,chitwan,All Year,Religious,Cultural & Religious Sites,Pilgrimage,Easy,Road,27.6614,84.4494,3,"A Hindu temple dedicated to the five goddesses (Panchakanya). It is a local shrine with cultural importance, often associated with community rituals and worship.","From Kathmandu, drive south via Bharatpur and Ratnanagar to reach Panchakanya Mandir.",321,Religious site attracting devotees from surrounding villages.,Panchakanya Mandir\download (1).jpeg; Panchakanya Mandir\download (2).jpeg; Panchakanya Mandir\download (3).jpeg; Panchakanya Mandir\download (4).jpeg; Panchakanya Mandir\download.jpeg,4.4,16.3,Low
490,chisapani mandir,chitwan,All Year,"Temple, Hill",Natural Attractions,"Hiking, Pilgrimage",Moderate,Road + short hike,27.69,84.47,3,"Located near trekking routes north of Kathmandu, Chisapani Mandir is a small shrine surrounded by scenic hills. It is often visited by trekkers passing through the area.","From Kathmandu, drive north via Sundarijal and Shivapuri to reach Chisapani Mandir.",101,Small hilltop temple popular with trekkers and locals.,Chisapani\Chisapani 1.1.jpeg; Chisapani\Chisapani 1.10.jpeg; Chisapani\Chisapani 1.2.jpeg; Chisapani\Chisapani 1.3.jpeg; Chisapani\Chisapani 1.4.jpeg; Chisapani\Chisapani 1.5.jpeg; Chisapani\Chisapani 1.6.jpeg; Chisapani\Chisapani 1.7.jpeg; Chisapani\Chisapani 1.8.jpeg; Chisapani\Chisapani 1.9.jpeg,4,25.3,Low
491,ratnanagar,chitwan,All Year,Municipality,Urban & Modern Attractions,"Local tour, Markets",Easy,Highway,27.67,84.53,3,"A municipality in Chitwan district, Ratnanagar is known for its proximity to Chitwan National Park. It is a growing town with cultural diversity and eco-tourism opportunities.","From Kathmandu, drive south via Mugling and Bharatpur to reach Ratnanagar.",102,"Town in Chitwan District, known for agriculture and local trade.",Jayamangala (Ratnanagar area)\download (1).jpeg; Jayamangala (Ratnanagar area)\download (2).jpeg; Jayamangala (Ratnanagar area)\download (3).jpeg; Jayamangala (Ratnanagar area)\download (4).jpeg; Jayamangala (Ratnanagar area)\download.jpeg,4,25.7,Low
492,khairahani,chitwan,All Year,Town,Urban & Modern Attractions,"Local market, Services",Easy,Road,27.65,84.59,3,"A municipality in Chitwan district, Khairahani is surrounded by fertile plains and rivers. It reflects Tharu culture and is part of the broader Chitwan tourism circuit","From Kathmandu, drive south via Mugling and Chitwan District to reach Khairahani.",125,Peaceful town surrounded by farmland in Chitwan District.,Khaira\download (1).jpeg; Khaira\download (2).jpeg; Khaira\download (5).jpeg; Khaira\download.jpeg; Khaira\images.jpeg,4.2,39.9,Moderate
493,korak,chitwan,Spring-Autumn,"Village, Trailhead",Trekking & Adventure,"Trekking, Rural tourism",Moderate,Road/Trail,27.61,84.6,3,"A rural area in Chitwan district, Korak is known for its natural landscapes and traditional lifestyle. It offers a glimpse into local agricultural practices and community life","From Kathmandu, drive south via Mugling and Chitwan District to reach Korak village.",136,Rural village with natural scenery and traditional lifestyle.,Korak\download (1).jpeg; Korak\download (2).jpeg; Korak\download (3).jpeg; Korak\download (4).jpeg; Korak\download.jpeg,4.6,35.2,Moderate
494,bandipur,tanahun,All Year,Historic Hill Town,Natural Attractions,"Viewpoints, Cultural tourism",Easy,Road,27.9333,84.41,3,"A hilltop town in Tanahun district, Bandipur is famous for its preserved Newar architecture, cobbled streets, and panoramic Himalayan views. It is a cultural gem blending heritage with tourism.","From Kathmandu, drive west via Mugling and Dumre to reach Bandipur hilltop town.From Kathmandu, drive west via Mugling and Dumre to reach Bandipur.",106,Scenic hilltop town with preserved Newari architecture and Himalayan views. Heritage hilltop town with preserved Newari architecture.,Bandipur\Bandipur 1.1.jpeg; Bandipur\Bandipur 1.10.jpeg; Bandipur\Bandipur 1.2.jpeg; Bandipur\Bandipur 1.3.jpeg; Bandipur\Bandipur 1.4.jpeg; Bandipur\Bandipur 1.5.jpeg; Bandipur\Bandipur 1.6.jpeg; Bandipur\Bandipur 1.7.jpeg; Bandipur\Bandipur 1.8.jpeg; Bandipur\Bandipur 1.9.jpeg,3.9,26.5,Low
495,nilkantha,dhading,All Year,Municipality/Hill,Natural Attractions,"Hiking, Cultural visit",Easy,Road,27.86,84.9,3,"A temple dedicated to Lord Shiva, often referred to as Nilkantha Mahadev. It is a spiritual site surrounded by hills and forests, attracting pilgrims and visitors seeking peace.","From Kathmandu, drive northwest via Dhading District to reach Nilkantha in Dhading.",250,Town in Dhading offering cultural experiences and river views.,Budhanilkantha\download (1).jpeg; Budhanilkantha\download (2).jpeg; Budhanilkantha\download (3).jpeg; Budhanilkantha\download (4).jpeg; Budhanilkantha\download.jpeg,4.2,15.2,Low
496,dhuwakot,dhading,Spring-Autumn,"Hill, Village",Natural Attractions,"Trekking, Views",Moderate,Road,27.88,84.92,3,"A historic site in Dhading district, Dhuwakot is known for its ancient fort and temples. It offers cultural heritage alongside scenic views of the surrounding hills and valleys","From Kathmandu, drive southwest via Kulekhani and Makwanpur District to reach Dhuwakot village.",350,Small village with serene surroundings and trekking access.,Dhuwakot\download (1).jpeg; Dhuwakot\download (2).jpeg; Dhuwakot\download (4).jpeg; Dhuwakot\download.jpeg; Dhuwakot\images.jpeg,4,34.2,Low
497,deurali danda,dhading,Spring,Ridge/Hill,Natural Attractions,"Viewpoint, Hiking",Moderate,Road/Trail,27.9,84.94,3,"A scenic hilltop in central Nepal, Deurali Danda offers panoramic views of surrounding valleys and mountains. It is often used as a resting point for trekkers and locals traveling through rural trails.","From Kathmandu, drive north via Dhading District to reach Deurali Danda.",330,Hilltop area perfect for sunrise and mountain panoramas.,Deurali\download (1).jpeg; Deurali\download (2).jpeg; Deurali\download (3).jpeg; Deurali\download (4).jpeg; Deurali\download.jpeg,4.2,22.4,Low
498,vagerachuli,dhading,Spring-Autumn,Hill,Natural Attractions,"Hiking, Nature",Moderate,Road/Trail,27.91,84.95,3,"A lesser-known hill area, Vagerachuli is surrounded by forests and terraced fields. It provides a peaceful environment and is valued by locals for its natural beauty and quiet atmosphere.","From Kathmandu, drive northwest via Dhading and Nilkantha area to reach Vagerachuli hill area.",107,Rural area with natural beauty and traditional lifestyle.,Vagerachuli\download (1).jpeg; Vagerachuli\download (2).jpeg; Vagerachuli\download (3).jpeg; Vagerachuli\download (4).jpeg; Vagerachuli\download.jpeg,4.4,26.9,Low
499,semjong,dhading,Spring-Autumn,Village,Village & Rural Tourism,"Hiking, Nature",Moderate,Road,27.83,84.93,3,"A rural village in the hills, Semjong reflects traditional Nepali lifestyle with agriculture and community-centered living. It is a cultural stop for those exploring offbeat destinations.","From Kathmandu, drive northwest via Dhading to reach Semjong village.",750,Quiet village ideal for experiencing rural Nepal.,Semjong\download (1).jpeg; Semjong\download (2).jpeg; Semjong\download (3).jpeg; Semjong\download (5).jpeg; Semjong\download.jpeg,4.5,51.4,Moderate
500,barsunchet,nuwakot,Spring,Village,Village & Rural Tourism,Nature visit,Moderate,Road,27.92,85.08,3,"Located in the mid-hills, Barsunchet is a small settlement known for its farming practices and scenic landscapes. It offers authentic rural experiences away from urban centers.","From Kathmandu, drive north via Dhading District to reach Barsunchet village.",1000,Small settlement with scenic landscapes and farming culture.,Barsunchet\download (1).jpeg; Barsunchet\download (2).jpeg; Barsunchet\download (3).jpeg; Barsunchet\download (4).jpeg; Barsunchet\download.jpeg,4.7,38.1,Moderate
501,bungtang,nuwakot,Spring,Village,Village & Rural Tourism,Cultural visit,Easy,Road,27.9,85.01,3,"A village in Nuwakot district, Bungtang is surrounded by hills and rivers. It is known for its traditional houses, cultural heritage, and natural environment.","From Kathmandu, drive northwest via Dhading to reach Bungtang.",980,Peaceful Himalayan village known for trekking and remote beauty.,Bungtang\download (1).jpeg; Bungtang\download (2).jpeg; Bungtang\download (3).jpeg; Bungtang\download (5).jpeg; Bungtang\download.jpeg,4.6,40.5,Moderate
502,deurali,nuwakot,Spring,Pass/Deurali,Village & Rural Tourism,"Hiking, View",Moderate,Road/Trail,27.91,85,3,"A common name for several villages across Nepal, Deurali typically refers to settlements located on hill ridges. These areas are popular for viewpoints and short hikes.","From Kathmandu, drive north via Dhading and Nilkantha to reach Deurali village.",100,Remote mountain settlement offering Himalayan views.,Chhatre Deurali\download (1).jpeg; Chhatre Deurali\download (2).jpeg; Chhatre Deurali\download (3).jpeg; Chhatre Deurali\download (5).jpeg; Chhatre Deurali\download.jpeg,4.3,25,Low
503,tupche,nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.94,85.04,3,"A rural settlement in Nuwakot district, Tupche is known for its agricultural lifestyle and scenic surroundings. It reflects the simplicity of village life in Nepal","From Kathmandu, drive north via Dhading District to reach Tupche village.",500,Traditional village with trekking access and serene landscapes.,Tupche\download (1).jpeg; Tupche\download (4).jpeg; Tupche\download.jpeg; Tupche\images (1).jpeg; Tupche\images.jpeg,4.6,26.7,Low
504,chappthoke,nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.95,85.05,3,A small village surrounded by terraced fields and hills. Chappthoke is a quiet rural destination offering cultural immersion and natural beauty,"From Kathmandu, drive northwest via Dhading District to reach Chappthoke.",138,Small rural village with serene landscapes and traditional lifestyle.,Chappthoke\download (1).jpeg; Chappthoke\download (2).jpeg; Chappthoke\download (3).jpeg; Chappthoke\download (5).jpeg; Chappthoke\download.jpeg,4.3,34.6,Low
505,pokhari gaun,nuwakot,All Year,"Village, Pond",Village & Rural Tourism,"Local visit, Photography",Easy,Road/Trail,27.955,85.052,3,"Literally meaning “village with a pond,” Pokhari Gaun is a traditional settlement where water sources play a central role in daily life. It is a peaceful rural area with cultural significance","From Kathmandu, drive north via Dhading District to reach Pokhari Gaun.",369,Scenic village centered around a peaceful pond.,Pokhari Gaun\download (1).jpeg; Pokhari Gaun\download (2).jpeg; Pokhari Gaun\download (3).jpeg; Pokhari Gaun\download (4).jpeg; Pokhari Gaun\download.jpeg,4.7,34.3,Low
506,champani gaun,nuwakot,All Year,Village,Village & Rural Tourism,Local visit,Easy,Road,27.95,85.048,3,A hillside village known for its farming practices and community traditions. Champani Gaun offers visitors a glimpse into authentic rural Nepali life,"From Kathmandu, drive northwest via Dhading District to reach Champani Gaun.",700,Hilltop settlement with panoramic mountain and valley views.,Champani Gaun\download (1).jpeg; Champani Gaun\download (2).jpeg; Champani Gaun\download (3).jpeg; Champani Gaun\download (5).jpeg; Champani Gaun\download.jpeg,4.3,45.2,Moderate
507,yarsa,nuwakot,All Year,Village,Village & Rural Tourism,"Hiking, Local visit",Easy,Road,27.97,85.03,3,"A village in Nuwakot district, Yarsa is surrounded by hills and rivers. It is known for its cultural heritage and agricultural lifestyle.","From Kathmandu, drive north via Dhading District to reach Yarsa village.",500,Remote village known for natural beauty and local culture.,Yarsa\download (1).jpeg; Yarsa\download (2).jpeg; Yarsa\download (3).jpeg; Yarsa\download (4).jpeg; Yarsa\download.jpeg,4.3,37.4,Moderate
508,urleni (helambu area),sindhupalchok,Spring-Autumn,Helambu Village,Village & Rural Tourism,"Trekking, Culture",Moderate,Road/Trail,27.83,85.5,3,"Located in the Helambu region, Urleni is a Tamang village offering cultural immersion and scenic views. It is part of trekking routes that highlight Himalayan traditions.","From Kathmandu, drive north via Sundarijal and Melamchi to reach Urleni in Helambu region.",400,"Charming village in Helambu, ideal for trekking and cultural experiences.",Helambu\download (1).jpeg; Helambu\download (2).jpeg; Helambu\download (3).jpeg; Helambu\download (4).jpeg; Helambu\download.jpeg,4.5,38.7,Moderate
